"Story","Title","Result","Date","Stability","Duration (s)"
"User","GET - Mendapatkan semua data post","SUCCESS","2023-04-24T15:53:24.7173371+07:00[Asia/Jakarta]","0.0","2.74"
"User","POST - Membuat data post baru","SUCCESS","2023-04-24T15:53:27.4932686+07:00[Asia/Jakarta]","0.0","2.05"
